"formula";"crop";"product";"reference.sum.risk.scores";"sum.risk.score";"amount.applied";"standard.dosage"
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Schalotten";"30003 2";350;0;2,50666666666667;2,5
1,5;"Schalotten";"30003 2";350;0;2,50666666666667;2,5
1,5;"Tabak Virginia";"30004 2";350;10;0,183333333333333;0,2
1,5;"Silomais";"32599 1";350;70;0,333333333333333;0,33
1,5;"Silomais";"32599 1";350;70;0,328358208955224;0,33
1,5;"Silomais";"32599 1";350;70;0,330578512396694;0,33
1,5;"Silomais";"32599 1";350;70;0,330188679245283;0,33
1,5;"Zuckerrüben";"30007 1";350;0;1;2,5
1,5;"Zuckerrüben";"30007 1";350;0;0,7;2,5
1,5;"Zuckerrüben";"30007 1";350;0;0,6;2,5
1,5;"Sonnenblumen für Speiseöl";"30638 1";350;80;0,494117647058824;0,5
1,5;"Sonnenblumen für Speiseöl";"30638 1";350;80;0,5;0,5
1,5;"Sonnenblumen für Speiseöl";"30638 1";350;80;0,5;0,5
1,5;"Sonnenblumen für Speiseöl";"30638 1";350;80;0,5;0,5
1,5;"Zuckerrüben";"30638 1";350;80;0,403846153846154;0,4
1,5;"Zuckerrüben";"30638 1";350;80;0,402061855670103;0,4
1,5;"Zuckerrüben";"30638 1";350;80;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;80;0,457516339869281;0,4
1,5;"Zuckerrüben";"30638 1";350;80;0,5;0,4
1,5;"Zuckerrüben";"30638 1";350;80;0,4;0,4
1,5;"Futterrüben";"30008 1";350;80;0,6;0,8
1,5;"Futterrüben";"30008 1";350;80;0,470588235294118;0,8
1,5;"Zuckerrüben";"30008 1";350;80;0,5;0,8
1;"Körnermais";"32629 1";350;0;2,5;3
1;"Silomais";"32629 1";350;0;2,5;3
1,5;"Äpfel";"30011 1";350;0;0,533333333333333;0,32
1,5;"Äpfel";"30011 1";350;0;0,133333333333333;0,32
1,5;"Zwetschgen/Pflaumen";"30011 1";350;0;1;0,32
1,5;"Zwetschgen/Pflaumen";"30011 1";350;0;1;0,32
1,5;"Reben, hoher Ertrag";"30015 1";350;150;6;6
1,5;"Futterweizen";"30019 1";350;140;1,04615384615385;1
1,5;"Futterweizen";"30019 1";350;140;1,04444444444444;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;0,510204081632653;1
1,5;"Wintergerste";"30019 1";350;140;1,15384615384615;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;1;1
1,5;"Wintergerste";"30019 1";350;140;0,804444444444445;1
1,5;"Wintergerste";"30019 1";350;140;0,805714285714286;1
1,5;"Wintergerste";"30019 1";350;140;0,5;1
1,5;"Wintergerste";"30019 1";350;140;0,495575221238938;1
1,5;"Wintergerste";"30019 1";350;140;1,15555555555556;1
1,5;"Wintergerste";"30019 1";350;140;0,806779661016949;1
1,5;"Winterweizen";"30019 1";350;140;1;1
1,5;"Winterweizen";"30019 1";350;140;1;1
1,5;"Winterweizen";"30019 1";350;140;1;1
1,5;"Winterweizen";"30019 1";350;140;0,807017543859649;1
1,5;"Winterweizen";"30019 1";350;140;1;1
1,5;"Winterweizen";"30019 1";350;140;0,81;1
1,5;"Winterweizen";"30019 1";350;140;1;1
1,5;"Zuckerrüben";"30019 1";350;140;1;1
1,5;"Zuckerrüben";"30019 1";350;140;1,02941176470588;1
1,5;"Futterweizen";"30020 2";350;0;50;50
1,5;"Futterweizen";"30020 2";350;0;53,4351145038168;50
1,5;"Futterweizen";"30020 2";350;0;48,1927710843374;50
1,5;"Wintergerste";"30020 2";350;0;50;50
1,5;"Wintergerste";"30020 2";350;0;50;50
1,5;"Wintertriticale";"30020 2";350;0;51,0948905109489;50
1,5;"Winterweizen";"30020 2";350;0;1000;50
1,5;"Winterweizen";"30020 2";350;0;50;50
1,5;"Winterweizen";"30020 2";350;0;50;50
1,5;"Kunstwiese/Mähweide wenig intensiv";"30635 2";350;0;31,25;40
1,5;"Kunstwiese/Mähweide wenig intensiv";"30635 2";350;0;31,25;40
1,5;"Dauerweide extensiv";"30635 2";350;0;2,84090909090909;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;7,5187969924812;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30635 2";350;0;1000;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;4,40528634361234;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;4,149377593361;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30635 2";350;0;10;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;6,80272108843537;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;23,8095238095238;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;5,71428571428571;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;17,5438596491228;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;7,2992700729927;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;12,8205128205128;40
1,5;"Dauerweide intensiv";"30635 2";350;0;11,1111111111111;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;9,70873786407767;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;9,25925925925926;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;26,3157894736842;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;714,285714285714;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;26,3157894736842;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;5,58659217877095;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;9,25925925925926;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;8,81057268722467;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;20;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30635 2";350;0;6,66666666666667;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;8,54700854700855;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;8,62068965517241;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;18,1818181818182;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;4,36681222707424;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;6,75675675675676;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;2,91545189504373;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;25;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;41,6666666666667;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;4,149377593361;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30635 2";350;0;833,333333333333;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;20;40
1,5;"Dauerweide intensiv";"30635 2";350;0;10,6382978723404;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;3,54609929078014;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;16,3934426229508;40
1,5;"Kunstwiese/Mähweide intensiv";"30635 2";350;0;5,29100529100529;40
1,5;"Wintertriticale";"30635 2";350;0;18,5185185185185;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30022 1";350;80;0,306818181818182;0,8
1,5;"Reben";"30023 2";350;170;1,9672131147541;2,4
1,5;"Reben";"30023 2";350;170;1,19444444444444;2,4
1,5;"Reben";"30023 2";350;170;1,18918918918919;2,4
1,5;"Reben, hoher Ertrag";"30023 2";350;170;1,5;2,4
1,5;"Reben";"30023 2";350;170;1,5;2,4
1,5;"Reben";"30023 2";350;170;1,48648648648649;2,4
1,5;"Reben";"30023 2";350;170;1,50819672131148;2,4
1,5;"Reben, hoher Ertrag";"30023 2";350;170;1,19230769230769;2,4
1,5;"Reben";"30023 2";350;170;1,21428571428571;2,4
1,5;"Reben";"30023 2";350;170;1,5;2,4
1,5;"Brombeeren";"30025 1";350;70;1,16666666666667;1
1,5;"Cichorien, Treib-";"30025 1";350;70;1,01010101010101;1
1,5;"Sommereiweisserbsen";"30025 1";350;70;1;1
1,5;"Sommereiweisserbsen";"30025 1";350;70;1;1
1,5;"Sommereiweisserbsen";"30025 1";350;70;1,00591715976331;1
1,5;"Erdbeeren, einjährig, hoher Ertrag";"30025 1";350;70;0,352941176470588;1
1,5;"Erdbeeren, einjährig, hoher Ertrag";"30025 1";350;70;0,188235294117647;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;0,84;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,12820512820513;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,12820512820513;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;0,846153846153846;1
1,5;"Karotten, Lager-, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Karotten, Lager-, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,33333333333333;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,12;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,33333333333333;1
1,5;"Karotten, Lager-, mittlerer Ertrag";"30025 1";350;70;1,12;1
1,5;"Industriekartoffeln";"30025 1";350;70;0,940740740740741;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,940217391304348;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,767195767195767;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,5;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;1,01666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,6125;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,823529411764706;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,6125;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,875;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;1;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,828571428571429;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;1;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;2;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,4;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,833333333333333;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,766666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,766666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;1;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,5;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,6875;0,75
1,5;"Winterweizen";"30025 1";350;70;1,03333333333333;1
1,5;"Winterweizen";"30025 1";350;70;1,03157894736842;1
1,5;"Winterweizen";"30025 1";350;70;0,202797202797203;1
1,5;"Winterweizen";"30025 1";350;70;0,43;1
1,5;"Winterweizen";"30025 1";350;70;0,298969072164948;1
1,5;"Winterweizen";"30025 1";350;70;0,432748538011696;1
1,5;"Winterweizen";"30025 1";350;70;0,2;1
1,5;"Winterweizen";"30025 1";350;70;0,2;1
1,5;"Winterweizen";"30025 1";350;70;0,2;1
1,5;"Winterweizen";"30025 1";350;70;0,2;1
1,5;"Sommergerste";"30026 1";350;80;0,967741935483871;1
1,5;"Dinkel (Winterkorn)";"30026 1";350;80;0,496;1
1,5;"Winterraps für Speiseöl";"30026 1";350;80;0,120967741935484;1
1,5;"Winterraps für Speiseöl";"30026 1";350;80;0,796178343949045;1
1,5;"Winterraps für Speiseöl";"30026 1";350;80;0,118421052631579;1
1,5;"Winterraps für Speiseöl";"30026 1";350;80;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;80;1;1
1,5;"Futterweizen";"30026 1";350;80;1;1
1,5;"Futterweizen";"30026 1";350;80;1,13571428571429;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;0,96551724137931;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;1;1
1,5;"Wintergerste";"30026 1";350;80;0,669565217391304;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;0,75;1
1,5;"Winterweizen";"30026 1";350;80;0,745454545454545;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;0,9375;1
1,5;"Wintertriticale";"30026 1";350;80;1,0530303030303;1
1,5;"Wintertriticale";"30026 1";350;80;1,05208333333333;1
1,5;"Wintertriticale";"30026 1";350;80;1,08;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;0,747572815533981;1
1,5;"Winterweizen";"30026 1";350;80;0,75;1
1,5;"Winterweizen";"30026 1";350;80;0,76;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;0,297872340425532;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Winterweizen";"30026 1";350;80;1,5;1
1,5;"Winterweizen";"30026 1";350;80;0,3;1
1,5;"Winterweizen";"30026 1";350;80;0,751196172248804;1
1,5;"Winterweizen";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;1,02040816326531;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;0,566666666666667;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;0,985714285714286;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;1;1
1,5;"Zuckerrüben";"30026 1";350;80;0,995024875621891;1
1,5;"Zuckerrüben";"30026 1";350;80;0,98;1
1,5;"Zuckerrüben";"30026 1";350;80;0,982978723404255;1
1,5;"Zuckerrüben";"30026 1";350;80;0,985294117647059;1
1,5;"Zuckerrüben";"30026 1";350;80;1,02040816326531;1
1,5;"Zuckerrüben";"30026 1";350;80;0,573333333333333;1
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;0,27;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;1,33333333333333;1,25
1,5;"Silomais";"30664 2";350;0;0,586092715231788;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;0,586440677966102;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;0,958333333333333;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;0,980392156862745;1,25
1,5;"Silomais";"30664 2";350;0;1,04651162790698;1,25
1,5;"Silomais";"30664 2";350;0;0,763358778625954;1,25
1,5;"Silomais";"30664 2";350;0;0,270588235294118;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Körnermais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;1,328;1,25
1,5;"Silomais";"30664 2";350;0;1,33333333333333;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1,5;"Silomais";"30664 2";350;0;0,958823529411765;1,25
1,5;"Silomais";"30664 2";350;0;1;1,25
1;"Feuchtkörnermais";"30028 2";350;0;7;10
1;"Feuchtkörnermais";"30028 2";350;0;7;10
1;"Feuchtkörnermais";"30028 2";350;0;7;10
1;"Körnermais";"30028 2";350;0;3,98692810457516;10
1;"Feuchtkörnermais";"30028 2";350;0;7;10
1;"Silomais";"30028 2";350;0;5,74712643678161;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;8,84935064935065;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;7;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;8,85;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;7;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;7;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;7;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;6,76666666666667;10
1;"Sonnenblumen für Speiseöl";"30028 2";350;0;6,76623376623377;10
1;"Speisekartoffeln";"30028 2";350;0;10;10
1;"Speisekartoffeln";"30028 2";350;0;5,48;10
1;"Speisekartoffeln";"30028 2";350;0;5;10
1;"Speisekartoffeln";"30028 2";350;0;15;10
1;"Speisekartoffeln";"30028 2";350;0;8;10
1;"Speisekartoffeln";"30028 2";350;0;5,47906976744186;10
1;"Winterraps für Speiseöl";"30028 2";350;0;10;10
1;"Winterraps für Speiseöl";"30028 2";350;0;10;10
1;"Winterraps für Speiseöl";"30028 2";350;0;8,70344827586207;10
1;"Winterraps für Speiseöl";"30028 2";350;0;8,70833333333333;10
1;"Winterraps für Speiseöl";"30028 2";350;0;4,3010752688172;10
1;"Winterraps für Speiseöl";"30028 2";350;0;10;10
1;"Winterraps für Speiseöl";"30028 2";350;0;10;10
1;"Winterraps für Speiseöl";"30028 2";350;0;4,3010752688172;10
1;"Winterraps für Speiseöl";"30028 2";350;0;8,70621468926554;10
1;"Winterraps für Speiseöl";"30028 2";350;0;8,70666666666667;10
1;"Zuckerrüben";"30028 2";350;0;6,76732026143791;10
1;"Zuckerrüben";"30028 2";350;0;8,37;10
1;"Zuckerrüben";"30028 2";350;0;5;10
1;"Zuckerrüben";"30028 2";350;0;7;10
1;"Zuckerrüben";"30028 2";350;0;7;10
1;"Zuckerrüben";"30028 2";350;0;8,37391304347826;10
1;"Zuckerrüben";"30028 2";350;0;7,84313725490196;10
1;"Silomais";"30029 2";350;0;4,31081081081081;10
1;"Silomais";"30029 2";350;0;2,22222222222222;10
1;"Speisekartoffeln";"30029 2";350;0;10,1333333333333;10
1;"Speisekartoffeln";"30029 2";350;0;10,1333333333333;10
1;"Tabak Virginia";"30029 2";350;0;12,5;10
1;"Wintergerste";"30029 2";350;0;5;10
1;"Winterraps für Speiseöl";"30029 2";350;0;10;10
1;"Winterraps für Speiseöl";"30029 2";350;0;22,4299065420561;10
1;"Winterraps für Speiseöl";"30029 2";350;0;14,018691588785;10
1;"Winterraps für Speiseöl";"30029 2";350;0;10;10
1;"Winterraps für Speiseöl";"30029 2";350;0;3,84615384615385;10
1;"Winterraps für Speiseöl";"30029 2";350;0;3,125;10
1;"Winterraps für Speiseöl";"30029 2";350;0;10;10
1;"Zuckerrüben";"30029 2";350;0;5,26666666666667;10
1;"Zuckerrüben";"30029 2";350;0;5,26623376623377;10
1;"Zuckerrüben";"30029 2";350;0;8,13953488372093;10
1;"Zuckerrüben";"30029 2";350;0;5,26618705035971;10
1,5;"Kunstwiese/Mähweide wenig intensiv";"30032 1";350;90,0000000000001;0,03125;2,5
1,5;"Dauerweide extensiv";"30032 1";350;90,0000000000001;0,00284090909090909;2,5
1,5;"Kunstwiese/Mähweide wenig intensiv";"30032 1";350;90,0000000000001;0,03125;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0238095238095238;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0163934426229508;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00558659217877095;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00925925925925926;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,02;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00675675675675676;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00291545189504373;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00354609929078014;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0416666666666667;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0181818181818182;2,5
1,5;"Naturwiese/Mähweide mittelintensiv";"30032 1";350;90,0000000000001;0,00666666666666667;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00854700854700855;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00529100529100529;2,5
1,5;"Naturwiese/Mähweide mittelintensiv";"30032 1";350;90,0000000000001;0,01;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0128205128205128;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00571428571428571;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,025;2,5
1,5;"Dauerweide intensiv";"30032 1";350;90,0000000000001;0,0111111111111111;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00862068965517242;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00440528634361234;2,5
1,5;"Dauerweide intensiv";"30032 1";350;90,0000000000001;0,0106382978723404;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0175438596491228;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0072992700729927;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0263157894736842;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,02;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00925925925925926;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,004149377593361;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00881057268722467;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,004149377593361;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00436681222707424;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00680272108843537;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0075187969924812;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,0263157894736842;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;90,0000000000001;0,00970873786407767;2,5
1,5;"Dinkel (Winterkorn)";"30032 1";350;90,0000000000001;0,694444444444444;2,5
1,5;"Sommerhafer";"30032 1";350;90,0000000000001;0,803030303030303;2,5
1,5;"Winterweizen";"30032 1";350;90,0000000000001;1;2,5
1,5;"Winterweizen";"30032 1";350;90,0000000000001;0,833333333333333;2,5
1,5;"Wintergerste";"31586 1";350;0;0,8;1
1,5;"Winterweizen";"31586 1";350;0;0,338983050847458;1
1,5;"Winterweizen";"31586 1";350;0;0,8;1
1,5;"Winterweizen";"31586 1";350;0;0,791666666666667;1
1,5;"Winterweizen";"31586 1";350;0;0,789473684210526;1
1,5;"Winterweizen";"31586 1";350;0;0,803030303030303;1
1,5;"Winterweizen";"31586 1";350;0;0,8;1
1,5;"Winterweizen";"31586 1";350;0;0,8;1
1,5;"Winterweizen";"31586 1";350;0;0,7;1
1,5;"Winterraps für Speiseöl";"30037 1";350;80;2;2
1,5;"Winterraps für Speiseöl";"30037 1";350;80;2;2
1,5;"Winterraps für Speiseöl";"30037 1";350;80;2;2
1,5;"Winterraps für Speiseöl";"30037 1";350;80;2;2
1,5;"Winterraps für Speiseöl";"30037 1";350;80;1,64319248826291;2
1,5;"Winterraps für Speiseöl";"30037 1";350;80;2;2
1,5;"Zuckerrüben";"30037 1";350;80;1,76571428571429;2
1,5;"Zuckerrüben";"30037 1";350;80;1;2
1,5;"Zuckerrüben";"30037 1";350;80;1,81875;2
1,5;"Zuckerrüben";"30037 1";350;80;0,956521739130435;2
1,5;"Zuckerrüben";"30037 1";350;80;0,0915032679738562;2
1,5;"Zuckerrüben";"30037 1";350;80;0,9;2
1,5;"Zuckerrüben";"30037 1";350;80;1,66666666666667;2
1;"Kunstwiese/Mähweide intensiv";"32689 1";350;0;1,19607843137255;1,2
1;"Futterweizen";"32689 1";350;0;1,2;1,2
1;"Futterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1,19685039370079;1,2
1;"Winterweizen";"32689 1";350;0;1,15094339622642;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1,1;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,20833333333333;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1,19926199261993;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1,22448979591837;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,20300751879699;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,20300751879699;1,2
1;"Winterweizen";"32689 1";350;0;1,15;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,19909502262443;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,09677419354839;1,2
1;"Winterweizen";"32689 1";350;0;1,20388349514563;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;0,961538461538461;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,1;1,2
1;"Winterweizen";"32689 1";350;0;1,0962962962963;1,2
1;"Winterweizen";"32689 1";350;0;1;1,2
1;"Winterweizen";"32689 1";350;0;1,57142857142857;1,2
1;"Winterweizen";"32689 1";350;0;1,203125;1,2
1;"Winterweizen";"32689 1";350;0;1,1;1,2
1;"Winterweizen";"32689 1";350;0;1,2;1,2
1;"Winterweizen";"32689 1";350;0;1,20300751879699;1,2
1;"Winterweizen";"32689 1";350;0;1,10280373831776;1,2
1;"Winterweizen";"32689 1";350;0;1,19760479041916;1,2
1;"Winterweizen";"32689 1";350;0;1,1981981981982;1,2
1,5;"Wintergerste";"30038 1";350;70;2;3
1,5;"Wintergerste";"30038 1";350;70;2;3
1,5;"Dinkel (Winterkorn)";"30038 1";350;70;2;3
1,5;"Winterweizen";"30038 1";350;70;2;3
1,5;"Winterweizen";"30038 1";350;70;2;3
1,5;"Industriekartoffeln";"32829 1";350;0;2;2
1,5;"Sommergerste";"30639 2";350;100;0,4;0,8
