"formula";"crop";"product";"reference.sum.risk.scores";"sum.risk.score";"amount.applied";"standard.dosage"
1,5;"Zwischenfutter, nicht überwinternd";"30000 1";350;39,9999999999999;2,05338809034908;3
1,5;"Gründüngung (Nichtleguminosen)";"30000 1";350;39,9999999999999;2,5;3
1,5;"Dauerweide intensiv";"30000 1";350;39,9999999999999;0,43630017452007;3
1,5;"Winterweizen";"30000 1";350;39,9999999999999;0,363636363636364;3
1,5;"Silomais";"30000 1";350;39,9999999999999;2,09302325581395;1,75
1,5;"Winterweizen";"30631 2";350;20;2,49999992887931;2,5
1,5;"Winterweizen";"30631 2";350;20;2,5;2,5
1,5;"Winterweizen";"30631 2";350;20;2,50000008206897;2,5
1,5;"Silomais";"31235 12";350;0;60;80
1,5;"Silomais";"31235 12";350;0;0,08;80
1,5;"Silomais";"31235 12";350;0;0,0814814814814815;80
1,5;"Saatkartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Saatkartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Saatkartoffeln";"30003 2";350;0;2,50285714285714;2,5
1,5;"Saatkartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Saatkartoffeln";"30003 2";350;0;2;2,5
1,5;"Saatkartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,695;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,08125;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,08125;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,3625;2,5
1,5;"Industriekartoffeln";"30003 2";350;0;2,6986301369863;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52941176470588;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,47894736842105;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53157894736842;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,36612021857923;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,39166666666667;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52985074626866;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;0,9;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,40384615384615;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;1,6;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,17307692307692;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;1,6;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,68;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53051643192488;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,175;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52941176470588;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;0,9;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,48356807511737;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53051643192488;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;1,6;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52985074626866;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53157894736842;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52985074626866;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,39102564102564;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,5;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,53;2,5
1,5;"Speisekartoffeln";"30003 2";350;0;2,52985074626866;2,5
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,2;0,2
1,5;"Salate, diverse, mittlerer Ertrag";"30004 2";350;10;0,2;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,2;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Salate, diverse, hoher Ertrag";"30004 2";350;10;0,25;0,2
1,5;"Tabak Virginia";"30004 2";350;10;0,0769230769230769;0,2
1,5;"Tabak Virginia";"30004 2";350;10;0,153846153846154;0,2
1,5;"Winterweizen";"30632 1";350;0;1,835;2
1,5;"Winterweizen";"30632 1";350;0;2;2
1,5;"Winterweizen";"30632 1";350;0;1,8375;2
1,5;"Winterweizen";"30632 1";350;0;1,83574879227053;2
1,5;"Winterweizen";"30632 1";350;0;1,83589743589744;2
1,5;"Speisekartoffeln";"30005 2";350;350;1,48936170212766;2
1,5;"Speisekartoffeln";"30005 2";350;350;1,5042735042735;2
1,5;"Speisekartoffeln";"30005 2";350;350;1,5;2
1,5;"Randen";"30007 1";350;90,0000000000001;1,92307692307692;2,5
1,5;"Bohnen, Busch-";"30007 1";350;90,0000000000001;1,9;1
1,5;"Karotten, Lager-, hoher Ertrag";"30007 1";350;90,0000000000001;1;2,5
1,5;"Winterraps für Speiseöl";"30007 1";350;90,0000000000001;1;2,5
1,5;"Winterraps für Speiseöl";"30007 1";350;90,0000000000001;1,25;2,5
1,5;"Spargel Grün-";"30007 1";350;90,0000000000001;2;2,5
1,5;"Zuckerrüben";"30007 1";350;90,0000000000001;0,757575757575758;2,5
1,5;"Winterweizen";"30638 1";350;150;0,5;0,5
1,5;"Winterweizen";"30638 1";350;150;0,5;0,5
1,5;"Winterweizen";"30638 1";350;150;0,5;0,5
1,5;"Winterweizen";"30638 1";350;150;0,5;0,5
1,5;"Winterweizen";"30638 1";350;150;0,5;0,5
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,416666666666667;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,398496240601504;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,396825396825397;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,434782608695652;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,615384615384615;0,4
1,5;"Zuckerrüben";"30638 1";350;150;0,4;0,4
1,5;"Futterrüben";"30008 1";350;150;0,4;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,476190476190476;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,401869158878505;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,369047619047619;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,4;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,367441860465116;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,370689655172414;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,398601398601399;0,8
1,5;"Zuckerrüben";"30008 1";350;150;0,476190476190476;0,8
1,5;"Äpfel";"30011 1";350;25;0,533333333333333;0,32
1,5;"Kirschen";"30011 1";350;25;2,5;0,32
1,5;"Winterraps für Speiseöl";"30011 1";350;25;0,467289719626168;0,2
1,5;"Spinat, nicht überwinternd, 2 Schnitte";"30438 1";350;10;2,94117647058824;5
1,5;"Spinat, n. überw.,1 Schnitt, Saat nach Mitte April";"30438 1";350;10;4,35238095238095;5
1,5;"Spinat, nicht überwinternd, 2 Schnitte";"30438 1";350;10;4;5
1,5;"Spinat, n. überw.,1 Schnitt, Saat nach Mitte April";"30438 1";350;10;4,34782608695652;5
1,5;"Winterspinat";"30438 1";350;10;4,54545454545454;5
1,5;"Randen";"30019 1";350;210;0,9;1
1,5;"Randen";"30019 1";350;210;0,714285714285714;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Wintergerste";"30019 1";350;210;0,8;1
1,5;"Dinkel (Winterkorn)";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1,09107468123862;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1,09090909090909;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Wintergerste";"30019 1";350;210;0,8;1
1,5;"Winterweizen";"30019 1";350;210;1,09459459459459;1
1,5;"Winterweizen";"30019 1";350;210;1,1;1
1,5;"Winterweizen";"30019 1";350;210;1;1
1,5;"Futterrüben";"30019 1";350;210;0,893333333333333;1
1,5;"Futterrüben";"30019 1";350;210;0,9;1
1,5;"Zuckerrüben";"30019 1";350;210;0,980392156862745;1
1,5;"Zuckerrüben";"30019 1";350;210;1;1
1,5;"Zuckerrüben";"30019 1";350;210;1,25;1
1,5;"Zuckerrüben";"30019 1";350;210;0,99644128113879;1
1,5;"Zuckerrüben";"30019 1";350;210;1;1
1,5;"Zuckerrüben";"30019 1";350;210;0,769230769230769;1
1,5;"Kunstwiese/Mähweide intensiv";"30020 2";350;0;50;50
1,5;"Wintergerste";"30020 2";350;0;50,0000007380074;50
1,5;"Wintergerste";"30020 2";350;0;50;50
1,5;"Wintergerste";"30020 2";350;0;47,0588235294118;50
1,5;"Wintergerste";"30020 2";350;0;50;50
1,5;"Wintergerste";"30020 2";350;0;53,7634408602151;50
1,5;"Wintertriticale";"30020 2";350;0;50;50
1,5;"Wintertriticale";"30020 2";350;0;50;50
1,5;"Wintertriticale";"30020 2";350;0;50;50
1,5;"Winterweizen";"30020 2";350;0;53,4351145038168;50
1,5;"Winterweizen";"30020 2";350;0;53,7634408602151;50
1,5;"Winterweizen";"30020 2";350;0;40;50
1,5;"Winterweizen";"30020 2";350;0;48,1927710843374;50
1,5;"Winterweizen";"30020 2";350;0;23,0769230769231;50
1,5;"Winterweizen";"30020 2";350;0;50;50
1,5;"Winterweizen";"30020 2";350;0;48;50
1,5;"Winterweizen";"30020 2";350;0;50;50
1,5;"Winterweizen";"30020 2";350;0;50;50
1,5;"Dauerweide extensiv";"30635 2";350;0;2,68817204301075;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;2,0703933747412;40
1,5;"Naturwiese/Mähweide intensiv";"30635 2";350;0;3,28947368421053;40
1,5;"Naturwiese/Mähweide mittelintensiv";"30022 1";350;150;0,3;0,8
1,5;"Zuckerrüben";"30022 1";350;150;0,807692307692308;0,8
1,5;"Zuckerrüben";"30022 1";350;150;0,82051282051282;0,8
1,5;"Zuckerrüben";"30022 1";350;150;0,807339449541284;0,8
1,5;"Erdbeeren, einjährig, Ertrag mittel";"30025 1";350;70;1;1
1,5;"Erdbeeren, einjährig, Ertrag mittel";"30025 1";350;70;1;1
1,5;"Erdbeeren, einjährig, Ertrag mittel";"30025 1";350;70;1;1
1,5;"Industriekartoffeln";"30025 1";350;70;0,808219178082192;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,75;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,11875;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,3;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,457142857142857;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,753424657534247;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,11875;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,81;0,75
1,5;"Industriekartoffeln";"30025 1";350;70;0,3;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,466666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,4;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,266666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,775;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,285714285714286;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,541666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,76;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,120218579234973;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,120218579234973;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,285714285714286;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,3;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,25;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,44;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,466666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,25;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,285714285714286;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,25;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,445945945945946;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,454545454545455;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,266666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,315789473684211;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,266666666666667;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,3;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,445945945945946;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,3;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,544871794871795;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,8;0,75
1,5;"Speisekartoffeln";"30025 1";350;70;0,4;0,75
1,5;"Kirschen";"30025 1";350;70;1,6;1,6
1,5;"Kirschen";"30025 1";350;70;1,6;1,6
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;0,416666666666667;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1,17647058823529;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1,10471204188482;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, mittlerer Ertrag";"30025 1";350;70;1;1
1,5;"Salate, diverse, hoher Ertrag";"30025 1";350;70;1;1
1,5;"Sellerie, Knollen";"30025 1";350;70;1;1
1,5;"Sellerie, Knollen";"30025 1";350;70;1;1
1,5;"Dinkel (Winterkorn)";"30025 1";350;70;0,740740740740741;1
1,5;"Dinkel (Winterkorn)";"30025 1";350;70;0,8;1
1,5;"Wintergerste";"30025 1";350;70;0,805555555555556;1
1,5;"Wintergerste";"30025 1";350;70;0,8;1
1,5;"Wintergerste";"30025 1";350;70;0,716;1
1,5;"Wintergerste";"30025 1";350;70;0,711111111111111;1
1,5;"Wintergerste";"30025 1";350;70;0,717948717948718;1
1,5;"Wintergerste";"30025 1";350;70;0,716666666666667;1
1,5;"Wintergerste";"30025 1";350;70;1;1
1,5;"Wintergerste";"30025 1";350;70;0,909090909090909;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Winterweizen";"30025 1";350;70;0,571428571428572;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Wintertriticale";"30025 1";350;70;0,398148148148148;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Winterweizen";"30025 1";350;70;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1,1;1
1,5;"Winterraps als NWR";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1,04166666666667;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1,04545454545455;1
1,5;"Winterraps als NWR";"30026 1";350;150;0,999999963247863;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Winterraps für Speiseöl";"30026 1";350;150;1;1
1,5;"Kunstwiese/Mähweide intensiv";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;0,968181818181818;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;0,94017094017094;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Wintergerste";"30026 1";350;150;0,9675;1
1,5;"Wintergerste";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1,06382978723404;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1,08333333333333;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Wintertriticale";"30026 1";350;150;0,999999980392157;1
1,5;"Wintertriticale";"30026 1";350;150;0,999999980392157;1
1,5;"Wintertriticale";"30026 1";350;150;1,09090909090909;1
1,5;"Wintertriticale";"30026 1";350;150;1,904;1
1,5;"Wintertriticale";"30026 1";350;150;1,90769230769231;1
1,5;"Wintertriticale";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Winterweizen";"30026 1";350;150;1;1
1,5;"Zuckerrüben";"30026 1";350;150;0,801418439716312;1
1,5;"Zuckerrüben";"30026 1";350;150;1;1
1,5;"Zuckerrüben";"30026 1";350;150;0,797385620915033;1
1,5;"Zuckerrüben";"30026 1";350;150;1;1
1,5;"Zwetschgen/Pflaumen";"30025 1";350;70;1,6;1,6
1,5;"Zwetschgen/Pflaumen";"30025 1";350;70;1,6;1,6
1,5;"Zwiebeln";"30025 1";350;70;1;1
1,5;"Zwiebeln";"30025 1";350;70;1;1
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1,11111111111111;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1,03139013452915;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Körnermais";"30664 2";350;10;1,08333333333333;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1,14285714285714;1,25
1,5;"Silomais";"30664 2";350;10;0,909090909090909;1,25
1,5;"Silomais";"30664 2";350;10;1,05263157894737;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Silomais";"30664 2";350;10;1;1,25
1,5;"Körnermais";"30664 2";350;10;0,952380952380952;1,25
1,5;"Silomais";"30664 2";350;10;1,04166666666667;1,25
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,253333333333333;3
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,255555555555556;3
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,11;3
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,11;3
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,11;3
1,5;"Dauerweide intensiv";"30027 1";350;20;0,25;3
1,5;"Naturwiese/Mähweide intensiv";"30027 1";350;20;0,113333333333333;3
1,5;"Dauerweide intensiv";"30027 1";350;20;0,111111111111111;3
1;"Silomais";"30028 2";350;10;6,41052631578947;10
1;"Silomais";"30028 2";350;10;6,40760869565217;10
1;"Silomais";"30028 2";350;10;6,41067761806981;10
1;"Silomais";"30028 2";350;10;6,41;10
1;"Winterraps für Speiseöl";"30028 2";350;10;9;10
1;"Winterraps für Speiseöl";"30028 2";350;10;3,31132075471698;10
1;"Winterraps für Speiseöl";"30028 2";350;10;5,2;10
1;"Winterraps für Speiseöl";"30028 2";350;10;5,20710059171598;10
1;"Winterraps für Speiseöl";"30028 2";350;10;9;10
1;"Winterraps für Speiseöl";"30028 2";350;10;3,31081081081081;10
1;"Winterraps für Speiseöl";"30028 2";350;10;5,20710059171598;10
1;"Winterraps für Speiseöl";"30028 2";350;10;3,31132075471698;10
1;"Winterraps für Speiseöl";"30028 2";350;10;5,2;10
1;"Winterraps für Speiseöl";"30028 2";350;10;3,31081081081081;10
1;"Winterraps für Speiseöl";"30028 2";350;10;9;10
1;"Zuckerrüben";"30028 2";350;10;6,22222222222222;10
1;"Dauerweide intensiv";"30029 2";350;10;1,27659574468085;10
1;"Bodenkohlrabi";"30029 2";350;10;8,33333333333333;10
1;"Sommergerste";"30029 2";350;10;8;10
1;"Speisekartoffeln";"30029 2";350;10;7,05128205128205;10
1;"Winterraps für Speiseöl";"30029 2";350;10;12,2;10
1;"Winterraps für Speiseöl";"30029 2";350;10;12,1904761904762;10
1;"Zuckerrüben";"30029 2";350;10;9,87591240875912;10
1;"Zuckerrüben";"30029 2";350;10;9,87793427230047;10
1;"Zuckerrüben";"30029 2";350;10;8;10
1,5;"Dauerweide extensiv";"30032 1";350;20;0,0053763440860215;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,0072992700729927;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,00657894736842105;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,004739336492891;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,00641025641025641;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,00549450549450549;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,0041407867494824;2,5
1,5;"Naturwiese/Mähweide intensiv";"30032 1";350;20;0,00675675675675676;2,5
1,5;"Kunstwiese/Mähweide intensiv";"30032 1";350;20;0,00460829493087558;2,5
